order_id,overdue_days,repay_time,label
100000081567592448,0,2018-07-09,0
100000467565182976,1,2018-07-09,0
100000530945323008,0,2018-07-09,0
100000556765458432,0,2018-07-09,0
100000598171623424,0,2018-07-09,0
100000839541235712,17,2018-07-09,1
100001014112362496,0,2018-07-09,0
100001026275844096,0,2018-07-09,0
100001059033362432,0,2018-07-09,0
100001069510721536,2,2018-07-09,0
100001236284649472,0,2018-07-09,0
100001301317320704,0,2018-07-09,0
100002022041362432,0,2018-07-09,0
100002027296825344,17,2018-07-09,1
100002132565467136,0,2018-07-09,0
100002202291568640,17,2018-07-09,1
100002254749728768,1,2018-07-09,0
100002266212761600,0,2018-07-09,0
100002319505600512,0,2018-07-09,0
100002338002477056,0,2018-07-09,0
100002474808082432,0,2018-07-09,0
100002512871399424,0,2018-07-09,0
100002683256614912,0,2018-07-09,0
100002946805694464,17,2018-07-09,1
100002976614625280,1,2018-07-09,0
100003084185939968,1,2018-07-09,0
100003246492917760,0,2018-07-09,0
100003543801966592,1,2018-07-09,0
100003608901754880,17,2018-07-09,1
100003624307433472,0,2018-07-09,0
100003789156155392,0,2018-07-09,0
100004058967355392,0,2018-07-09,0
100004064327671808,1,2018-07-09,0
100004079938871296,1,2018-07-09,0
100004119340167168,0,2018-07-09,0
100004199426203648,0,2018-07-09,0
100004424442216448,0,2018-07-09,0
100004579560161280,0,2018-07-09,0
100004637122797568,4,2018-07-09,2
100004678021459968,0,2018-07-09,0
100004835349803008,0,2018-07-09,0
100005556921085952,6,2018-07-09,2
100005607173042176,0,2018-07-09,0
100005740803555328,0,2018-07-09,0
100006064901627904,0,2018-07-09,0
100006540946743296,17,2018-07-09,1
100006544247652352,0,2018-07-09,0
100006641802969088,0,2018-07-09,0
100006787890589696,17,2018-07-09,1
100007169937154048,0,2018-07-09,0
100007490176458752,1,2018-07-09,0
100007529867157504,0,2018-07-09,0
100007579770986496,0,2018-07-09,0
100007947099742208,0,2018-07-09,0
100008268832223232,17,2018-07-09,1
100008297877778432,0,2018-07-09,0
100008378353889280,0,2018-07-09,0
100008509895639040,0,2018-07-09,0
100008595392331776,17,2018-07-09,1
100008765282615296,0,2018-07-09,0
100008973819215872,0,2018-07-09,0
100009136122015744,0,2018-07-09,0
100009170997649408,0,2018-07-09,0
100009282859737088,0,2018-07-09,0
100009512514658304,0,2018-07-09,0
100009612490080256,0,2018-07-09,0
100009613597384704,0,2018-07-09,0
100009686859284480,1,2018-07-09,0
100009728793935872,1,2018-07-09,0
100009878996164608,0,2018-07-09,0
100009888974413824,1,2018-07-09,0
100009893017714688,0,2018-07-09,0
100009992028463104,0,2018-07-09,0
100010160308125696,0,2018-07-09,0
100010165743955968,17,2018-07-09,1
100010260799463424,1,2018-07-09,0
100010289907937280,17,2018-07-09,1
100010387920429056,17,2018-07-09,1
100010438298214400,0,2018-07-09,0
100010513422393344,0,2018-07-09,0
100010590891192320,0,2018-07-09,0
100010808122580992,1,2018-07-09,0
100010809145995264,0,2018-07-09,0
100010919737196544,17,2018-07-09,1
100011221844533248,1,2018-07-09,0
100011536534773760,0,2018-07-09,0
100011558387089408,0,2018-07-09,0
100011633720995840,1,2018-07-09,0
100011760846151680,17,2018-07-09,1
100011811936960512,1,2018-07-09,0
100011834313572352,0,2018-07-09,0
100011942518239232,0,2018-07-09,0
100011981038723072,17,2018-07-09,1
100012081823657984,0,2018-07-09,0
100012264754028544,0,2018-07-09,0
100012491779112960,0,2018-07-09,0
100012494350229504,0,2018-07-09,0
100012634700034048,0,2018-07-09,0
100012679704915968,0,2018-07-09,0
100012715201306624,0,2018-07-09,0
100012775490224128,1,2018-07-09,0
100012887612366848,0,2018-07-09,0
100012943501467648,1,2018-07-09,0
100013388940750848,1,2018-07-09,0
100013434138566656,0,2018-07-09,0
100013471845359616,0,2018-07-09,0
100013473875406848,0,2018-07-09,0
100013517970112512,0,2018-07-09,0
100013823382564864,0,2018-07-09,0
100013923190222848,0,2018-07-09,0
100014069672091648,17,2018-07-09,1
100014351227322368,0,2018-07-09,0
100014582803243008,0,2018-07-09,0
100014705889292288,0,2018-07-09,0
100014754652270592,0,2018-07-09,0
100014798067507200,0,2018-07-09,0
100014817612963840,0,2018-07-09,0
100015085377335296,1,2018-07-09,0
100015094197952512,1,2018-07-09,0
100015096798425088,1,2018-07-09,0
100015150716198912,1,2018-07-09,0
100016140383199232,0,2018-07-09,0
100016245576335360,17,2018-07-09,1
100016487440887808,0,2018-07-09,0
100016562254675968,0,2018-07-09,0
100016662322393088,0,2018-07-09,0
100016762465583104,1,2018-07-09,0
100016809903173632,0,2018-07-09,0
100016879922884608,0,2018-07-09,0
100016941415571456,1,2018-07-09,0
100017069866123264,0,2018-07-09,0
100017190926331904,1,2018-07-09,0
100017221829959680,0,2018-07-09,0
100017226712133632,0,2018-07-09,0
100017342323929088,0,2018-07-09,0
100017528265801728,1,2018-07-09,0
100018275011305472,0,2018-07-09,0
100018464312827904,17,2018-07-09,1
100018825127821312,1,2018-07-09,0
100019162488287232,1,2018-07-10,0
100019243773898752,0,2018-07-10,0
100019272660058112,16,2018-07-10,1
100019276019703808,0,2018-07-10,0
100019742136905728,16,2018-07-10,1
100020040687452160,0,2018-07-10,0
100020257520394240,0,2018-07-10,0
100020310158913536,1,2018-07-10,0
100020607094652928,0,2018-07-10,0
100020784622764032,0,2018-07-10,0
100021102739763200,16,2018-07-10,1
100021208750796800,0,2018-07-10,0
100021222843645952,0,2018-07-10,0
100021330586927104,0,2018-07-10,0
100021524409909248,0,2018-07-10,0
100021542982295552,1,2018-07-10,0
100021761534885888,0,2018-07-10,0
100021874772713472,0,2018-07-10,0
100021885120065536,0,2018-07-10,0
100022234438475776,16,2018-07-10,1
100022337198915584,16,2018-07-10,1
100022418996232192,16,2018-07-10,1
100022446246637568,16,2018-07-10,1
100022454211616768,0,2018-07-10,0
100022785356115968,0,2018-07-10,0
100022897553747968,0,2018-07-10,0
100022921478045696,0,2018-07-10,0
100023405496532992,1,2018-07-10,0
100023450790830080,0,2018-07-10,0
100023546571956224,1,2018-07-10,0
100023622778265600,1,2018-07-10,0
100023936566734848,0,2018-07-10,0
100023962084880384,16,2018-07-10,1
100023988559323136,3,2018-07-10,0
100024957925892096,1,2018-07-10,0
100025282963472384,0,2018-07-10,0
100025641920397312,16,2018-07-10,1
100025716415430656,0,2018-07-10,0
100026010280960000,0,2018-07-10,0
100026189251915776,0,2018-07-10,0
100026397058695168,0,2018-07-10,0
100026416146980864,1,2018-07-10,0
100027100120514560,16,2018-07-10,1
100027126070685696,0,2018-07-10,0
100027159310540800,16,2018-07-10,1
100027311966429184,0,2018-07-10,0
100027399434448896,16,2018-07-10,1
100027643974942720,0,2018-07-10,0
100028109060354048,0,2018-07-10,0
100028221610307584,0,2018-07-10,0
100028826231808000,0,2018-07-10,0
100028849258541056,0,2018-07-10,0
100028894431182848,1,2018-07-10,0
100028950148329472,16,2018-07-10,1
100029052371906560,0,2018-07-10,0
100029340843540480,1,2018-07-10,0
100029394656468992,0,2018-07-10,0
100029571412832256,0,2018-07-10,0
100030172804710400,0,2018-07-10,0
100030181038129152,0,2018-07-10,0
100030535662346240,0,2018-07-10,0
100030598958579712,0,2018-07-10,0
100031083224543232,1,2018-07-10,0
100031238304739328,1,2018-07-10,0
100031255740461056,16,2018-07-10,1
100031331799969792,0,2018-07-10,0
100031763494510592,16,2018-07-10,1
100031890854543360,16,2018-07-10,1
100032024430551040,0,2018-07-10,0
100032059096465408,0,2018-07-10,0
100032096140566528,3,2018-07-10,0
100032330153361408,0,2018-07-10,0
100032613558300672,0,2018-07-10,0
100032640523481088,1,2018-07-10,0
100033347037212672,0,2018-07-10,0
100033359016132608,16,2018-07-10,1
100033773488877568,16,2018-07-10,1
100033820490244096,0,2018-07-10,0
100033887636860928,0,2018-07-10,0
100034027131019264,0,2018-07-10,0
100034119946772480,0,2018-07-10,0
100034192453709824,0,2018-07-10,0
100034334045020160,0,2018-07-10,0
100034809649733632,16,2018-07-10,1
100035257026785280,16,2018-07-10,1
100035427722362880,16,2018-07-10,1
100035620131864576,1,2018-07-10,0
100036087599640576,0,2018-07-10,0
100036354223153152,0,2018-07-10,0
100036439476580352,0,2018-07-10,0
100036462608154624,16,2018-07-10,1
100036493885079552,16,2018-07-10,1
100036602706296832,0,2018-07-10,0
100036965056413696,16,2018-07-10,1
100037031326429184,16,2018-07-10,1
100037036229566464,1,2018-07-10,0
100037135466803200,0,2018-07-10,0
100037219327717376,0,2018-07-10,0
100037417156247552,0,2018-07-10,0
100037850587242496,0,2018-07-10,0
100037883957116928,0,2018-07-10,0
100038334391812096,0,2018-07-10,0
100038644728373248,0,2018-07-10,0
100038648910098432,16,2018-07-10,1
100039570486755328,0,2018-07-10,0
100039597653274624,0,2018-07-10,0
100040162470830080,0,2018-07-10,0
100040431745150976,0,2018-07-10,0
100040727393247232,16,2018-07-10,1
100040922982023168,0,2018-07-10,0
100041978700935168,16,2018-07-10,1
100042008648261632,0,2018-07-10,0
100042262172958720,0,2018-07-10,0
100043135334785024,0,2018-07-10,0
100043210161160192,0,2018-07-10,0
100043392919580672,1,2018-07-10,0
100044142177460224,1,2018-07-10,0
100044451729678336,0,2018-07-10,0
100045764093849600,0,2018-07-10,0
100046008940535808,0,2018-07-10,0
100046149999165440,0,2018-07-10,0
100046158840766464,0,2018-07-10,0
100046518175178752,1,2018-07-10,0
100046778180087808,0,2018-07-10,0
100047050512052224,0,2018-07-10,0
100047308516270080,16,2018-07-10,1
100048338440204288,0,2018-07-10,0
100049636807974912,0,2018-07-10,0
100049670848950272,0,2018-07-10,0
100050064832495616,1,2018-07-10,0
100050125784133632,16,2018-07-10,1
100050366604292096,16,2018-07-10,1
100050985398345728,0,2018-07-10,0
100051053698383872,1,2018-07-10,0
100051275707097088,0,2018-07-10,0
100051355130429440,16,2018-07-10,1
100051599066955776,0,2018-07-10,0
100052967156645888,16,2018-07-10,1
100053095988899840,1,2018-07-10,0
100053198497689600,0,2018-07-10,0
100054037547220992,0,2018-07-10,0
100054516478029824,0,2018-07-10,0
100055049414684672,0,2018-07-10,0
100055073297051648,0,2018-07-10,0
100055884240564224,0,2018-07-10,0
100056367168520192,1,2018-07-10,0
100056647490633728,2,2018-07-10,0
100058130307129344,0,2018-07-10,0
100059583637651456,16,2018-07-10,1
100059596031832064,0,2018-07-10,0
100060400579018752,16,2018-07-10,1
100060600857042944,16,2018-07-10,1
100061550086762496,0,2018-07-10,0
100062200589746176,16,2018-07-10,1
100062325844246528,16,2018-07-10,1
100062343829430272,0,2018-07-10,0
100063432138076160,16,2018-07-10,1
100063561855311872,0,2018-07-10,0
100063580348002304,1,2018-07-10,0
100063832882839552,0,2018-07-10,0
100063995676372992,16,2018-07-10,1
100064903332134912,0,2018-07-10,0
100065587020476416,2,2018-07-10,0
100065640304910336,16,2018-07-10,1
100065866394664960,0,2018-07-10,0
100066680177733632,0,2018-07-10,0
100066757021577216,0,2018-07-10,0
100067519093055488,0,2018-07-10,0
100067564559302656,16,2018-07-10,1
100067676987629568,0,2018-07-10,0
100068800268369920,0,2018-07-10,0
100068927599063040,0,2018-07-10,0
100070293117632512,0,2018-07-10,0
100072590354710528,0,2018-07-10,0
100072878948003840,16,2018-07-10,1
100073995270397952,0,2018-07-10,0
100074410988830720,0,2018-07-10,0
100074591134195712,16,2018-07-10,1
100076061720096768,0,2018-07-10,0
100076361814147072,0,2018-07-10,0
100076841214705664,0,2018-07-10,0
100081343003131904,0,2018-07-10,0
100081813465628672,16,2018-07-10,1
100081819094396928,0,2018-07-10,0
100082102792912896,0,2018-07-10,0
100082924389965824,0,2018-07-10,0
100083153944215552,1,2018-07-10,0
100083456743616512,16,2018-07-10,1
100084236171128832,16,2018-07-10,1
100084984208465920,1,2018-07-10,0
100086418723340288,16,2018-07-10,1
100087323514413056,0,2018-07-10,0
100089791270924288,0,2018-07-10,0
100090271250292736,0,2018-07-10,0
100092047097626624,0,2018-07-10,0
100092254459830272,0,2018-07-10,0
100094365255892992,0,2018-07-10,0
100094863677628416,0,2018-07-10,0
100097910449418240,0,2018-07-10,0
100098549061558272,0,2018-07-10,0
100100626751979520,0,2018-07-10,0
100102374820446208,0,2018-07-10,0
100102868649410560,0,2018-07-10,0
100102944763445248,16,2018-07-10,1
100103844210974720,0,2018-07-10,0
100104114835861504,0,2018-07-10,0
100104208658247680,16,2018-07-10,1
100104308499456000,0,2018-07-10,0
100105503074975744,0,2018-07-10,0
100105868461780992,0,2018-07-10,0
100105894403538944,1,2018-07-10,0
100106117628604416,1,2018-07-10,0
100106175170248704,1,2018-07-10,0
100106213120319488,0,2018-07-10,0
100106709633630208,0,2018-07-10,0
100107000793825280,0,2018-07-10,0
100107143471472640,0,2018-07-10,0
100108116935876608,0,2018-07-10,0
100108693262606336,16,2018-07-10,1
100109071035179008,16,2018-07-10,1
100109233992282112,16,2018-07-10,1
100109330612264960,0,2018-07-10,0
100109758150246400,0,2018-07-10,0
100109919467380736,0,2018-07-10,0
100109985842241536,16,2018-07-10,1
100111496739594240,0,2018-07-10,0
100112322761633792,0,2018-07-10,0
100113104516984832,1,2018-07-10,0
100113344506667008,0,2018-07-10,0
100113503965708288,0,2018-07-10,0
100114315441909760,16,2018-07-10,1
100114416717570048,16,2018-07-10,1
100114523731046400,0,2018-07-10,0
100114689536073728,0,2018-07-10,0
100115741702402048,0,2018-07-10,0
100115939556110336,0,2018-07-10,0
100116334646960128,0,2018-07-10,0
100116905114251264,0,2018-07-10,0
100117958681468928,1,2018-07-10,0
100118122926223360,0,2018-07-10,0
100118422466625536,0,2018-07-10,0
100118675492216832,1,2018-07-10,0
100118808392933376,0,2018-07-10,0
100118865385136128,16,2018-07-10,1
100119009178464256,16,2018-07-10,1
100119528387162112,16,2018-07-10,1
100120200323051520,1,2018-07-10,0
100120497590149120,0,2018-07-10,0
100120912025124864,0,2018-07-10,0
100120935962030080,0,2018-07-10,0
100121005675556864,0,2018-07-10,0
100121034993741824,0,2018-07-10,0
100121596896260096,16,2018-07-10,1
100121755717771264,16,2018-07-10,1
100121852232900608,0,2018-07-10,0
100122310133448704,16,2018-07-10,1
100122311110729728,0,2018-07-10,0
100122455914872832,0,2018-07-10,0
100122786245681152,0,2018-07-10,0
100122810966900736,0,2018-07-10,0
100123191646134272,0,2018-07-10,0
100123415030562816,0,2018-07-10,0
100123627316879360,0,2018-07-10,0
100123763740815360,0,2018-07-10,0
100124158345129984,0,2018-07-10,0
100124483911200768,0,2018-07-10,0
100124660889853952,1,2018-07-10,0
100124996589363200,0,2018-07-10,0
100125711252627456,0,2018-07-10,0
100125962088775680,0,2018-07-10,0
100126125821829120,0,2018-07-10,0
100126337730641920,0,2018-07-10,0
100128412476678144,0,2018-07-10,0
100128633369702400,0,2018-07-10,0
100128736377614336,0,2018-07-10,0
100129672558845952,0,2018-07-10,0
100129971486892032,16,2018-07-10,1
100130337456693248,0,2018-07-10,0
100130389260541952,0,2018-07-10,0
100130894728691712,0,2018-07-10,0
100131478487728128,2,2018-07-10,0
100131895388975104,0,2018-07-10,0
100131969678487552,0,2018-07-10,0
100132192974839808,1,2018-07-10,0
100132437129461760,1,2018-07-10,0
100132524698148864,0,2018-07-10,0
100132532650553344,1,2018-07-10,0
100132624182849536,0,2018-07-10,0
100132696735920128,0,2018-07-10,0
100132846514515968,16,2018-07-10,1
100133034897481728,0,2018-07-10,0
100133298517876736,16,2018-07-10,1
100133621751914496,0,2018-07-10,0
100133734276702208,0,2018-07-10,0
100133740555567104,1,2018-07-10,0
100133795173793792,0,2018-07-10,0
100134063101747200,1,2018-07-10,0
100134230798413824,0,2018-07-10,0
100134369696980992,16,2018-07-10,1
100134748409081856,0,2018-07-10,0
100134775449759744,16,2018-07-10,1
100134806646988800,0,2018-07-10,0
100134922648846336,1,2018-07-10,0
100135152177938432,0,2018-07-10,0
100135962068692992,1,2018-07-10,0
100136035917799424,16,2018-07-10,1
100136039747190784,0,2018-07-10,0
100136187906797568,0,2018-07-10,0
100136218130948096,1,2018-07-10,0
100136231611445248,1,2018-07-10,0
100136606317969408,0,2018-07-10,0
100136608545157120,1,2018-07-10,0
100136648600760320,0,2018-07-10,0
100136788912807936,16,2018-07-10,1
100136973734813696,0,2018-07-10,0
100137210507460608,0,2018-07-10,0
100137514586120192,0,2018-07-10,0
100137591220252672,0,2018-07-10,0
100137664331153408,16,2018-07-10,1
100137942866505728,16,2018-07-10,1
100138002446589952,0,2018-07-10,0
100138020192690176,1,2018-07-10,0
100138213646565376,16,2018-07-10,1
100138612487127040,16,2018-07-10,1
100138649468313600,0,2018-07-10,0
100138764476133376,0,2018-07-10,0
100139066621206528,0,2018-07-10,0
100139206262161408,16,2018-07-10,1
100139398113820672,0,2018-07-10,0
100139429151682560,1,2018-07-10,0
100139645066059776,0,2018-07-10,0
100139810896261120,1,2018-07-10,0
100139840059244544,0,2018-07-10,0
100139906014683136,1,2018-07-10,0
100140108217876480,0,2018-07-10,0
100140256499113984,0,2018-07-10,0
100140378133921792,16,2018-07-10,1
100140420177625088,1,2018-07-10,0
100140438737420288,0,2018-07-10,0
100140512204849152,16,2018-07-10,1
100140892561125376,0,2018-07-10,0
100140963033808896,16,2018-07-10,1
100141009875808256,0,2018-07-10,0
100141090481930240,16,2018-07-10,1
100141100963504128,0,2018-07-10,0
100141227778289664,0,2018-07-10,0
100141301753217024,16,2018-07-10,1
100141456342687744,16,2018-07-10,1
100141472868237312,0,2018-07-10,0
100141570478092288,0,2018-07-10,0
100141583249747968,16,2018-07-10,1
100141852767322112,1,2018-07-10,0
100141939119665152,1,2018-07-10,0
100141985319911424,16,2018-07-10,1
100142051027890176,1,2018-07-10,0
100142091519700992,16,2018-07-10,1
100142382960914432,16,2018-07-10,1
100142617049202688,0,2018-07-10,0
100142746602876928,0,2018-07-10,0
100142849170386944,0,2018-07-10,0
100142928652435456,0,2018-07-10,0
100143115387052032,0,2018-07-10,0
100143466949419008,16,2018-07-10,1
100143472871776256,0,2018-07-10,0
100143601368473600,1,2018-07-10,0
100143678241681408,0,2018-07-10,0
100143741516947456,1,2018-07-10,0
100143782621126656,16,2018-07-10,1
100143863357276160,0,2018-07-10,0
100143876951015424,0,2018-07-10,0
100144095096766464,0,2018-07-10,0
100144161802989568,0,2018-07-10,0
100144216043716608,0,2018-07-10,0
100144282284367872,16,2018-07-10,1
100144294896644096,0,2018-07-10,0
100144350450188288,1,2018-07-10,0
100144469320957952,0,2018-07-10,0
100144511574376448,0,2018-07-10,0
100144646006026240,0,2018-07-10,0
100144786406154240,0,2018-07-10,0
100144847424880640,0,2018-07-10,0
100144898289213440,0,2018-07-10,0
100144946204934144,0,2018-07-10,0
100144970930368512,0,2018-07-10,0
100144988886171648,0,2018-07-10,0
100145137972719616,1,2018-07-10,0
100145166137458688,16,2018-07-10,1
100145263361433600,0,2018-07-10,0
100145276032430080,0,2018-07-10,0
100145296441901056,0,2018-07-10,0
100145382299312128,2,2018-07-10,0
100145437416665088,0,2018-07-10,0
100145475471585280,0,2018-07-10,0
100145516957446144,0,2018-07-10,0
100145544958615552,0,2018-07-10,0
100145673631473664,16,2018-07-10,1
100145799204741120,1,2018-07-10,0
100145826002149376,1,2018-07-10,0
100146130517008384,0,2018-07-10,0
100146475586592768,16,2018-07-10,1
100146522902536192,16,2018-07-10,1
100146645443325952,16,2018-07-10,1
100146648559689728,0,2018-07-10,0
100146715475607552,0,2018-07-10,0
100147014877609984,0,2018-07-10,0
100147030044221440,16,2018-07-10,1
100147136399187968,1,2018-07-10,0
100147174470885376,0,2018-07-10,0
100147185795506176,0,2018-07-10,0
100147346194079744,0,2018-07-10,0
100147369250172928,0,2018-07-10,0
100147405862252544,0,2018-07-10,0
100147740970360832,0,2018-07-10,0
100147748801118208,0,2018-07-10,0
100147847757340672,0,2018-07-10,0
100148115978891264,16,2018-07-10,1
100148141715136512,0,2018-07-10,0
100148153861840896,0,2018-07-10,0
100148187202355200,0,2018-07-10,0
100148325480169472,0,2018-07-10,0
100148403301285888,0,2018-07-10,0
100148502714679296,0,2018-07-10,0
100148521891037184,1,2018-07-10,0
100148635070148608,16,2018-07-10,1
100148671476703232,0,2018-07-10,0
100148821540503552,1,2018-07-10,0
